cliente.abandono,cliente.genero,cliente.adulto_mayor,cliente.tiene_pareja,cliente.dependientes,cliente.antiguedad_meses,telefono.servicio,telefono.lineas_multiples,internet.tipo_servicio,internet.seguridad_en_linea,internet.respaldo_en_linea,internet.proteccion_dispositivo,internet.soporte_tecnico,internet.tv_streaming,internet.peliculas_streaming,cuenta.tipo_contrato,cuenta.facturacion_sin_papel,cuenta.metodo_pago,cuenta.cargo_mensual,cuenta.cargo_total,Cuentas.diarias,Cuentas.Prom.Periodo
0,Male,0,0,0,58,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Credit card (automatic),24.45,1513.6,0.815,26.096551724137928
1,Male,0,0,0,1,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,1,Mailed check,20.2,20.2,0.6733333333333333,20.2
1,Male,1,0,0,9,Yes,Yes,Fiber optic,No,No,No,False,No,Yes,Month-to-month,1,Credit card (automatic),84.4,732.5,2.813333333333333,81.38888888888889
0,Female,0,1,0,71,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,Two year,1,Bank transfer (automatic),105.15,7555.0,3.5050000000000003,106.40845070422536
0,Male,0,1,1,72,No,No phone service,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,1,Bank transfer (automatic),65.65,4664.5,2.188333333333333,64.78472222222223
1,Male,0,0,0,13,Yes,No,Fiber optic,No,Yes,Yes,False,No,No,Month-to-month,1,Electronic check,79.8,973.45,2.66,74.88076923076923
1,Male,0,1,0,51,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,1,Electronic check,94.65,4812.75,3.155,94.36764705882354
0,Female,0,0,0,2,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,1,Mailed check,45.85,105.6,1.528333333333333,52.8
1,Male,0,0,0,20,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,No,Month-to-month,1,Electronic check,88.7,1761.45,2.9566666666666666,88.0725
0,Female,0,1,0,18,Yes,No,DSL,No,No,No,True,No,No,Month-to-month,1,Mailed check,50.3,908.75,1.6766666666666663,50.48611111111112
0,Male,0,0,0,37,Yes,Yes,Fiber optic,No,Yes,No,True,Yes,Yes,One year,1,Credit card (automatic),104.5,3778.0,3.4833333333333334,102.10810810810813
0,Female,1,0,0,50,Yes,Yes,Fiber optic,Yes,Yes,No,False,No,No,Month-to-month,1,Electronic check,83.4,4113.7,2.78,82.274
0,Female,0,0,1,21,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,20.75,452.2,0.6916666666666667,21.53333333333333
1,Male,1,1,0,36,Yes,Yes,Fiber optic,No,No,No,False,No,Yes,Month-to-month,1,Credit card (automatic),85.25,3132.75,2.841666666666667,87.02083333333333
0,Male,0,1,1,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,Yes,Yes,Two year,1,Bank transfer (automatic),114.35,7665.8,3.8116666666666665,111.09855072463768
1,Female,0,0,0,1,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Electronic check,70.6,70.6,2.353333333333333,70.6
0,Male,0,1,1,72,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,One year,1,Credit card (automatic),104.45,7459.0,3.481666666666667,103.59722222222224
0,Female,0,1,1,71,Yes,Yes,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,0,Mailed check,91.05,6293.75,3.035,88.6443661971831
1,Female,0,0,0,1,No,No phone service,DSL,No,No,No,False,Yes,No,Month-to-month,1,Electronic check,35.75,35.75,1.1916666666666669,35.75
1,Female,0,0,0,5,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,1,Mailed check,93.9,486.85,3.1300000000000003,97.37
1,Male,0,0,0,34,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,Month-to-month,1,Electronic check,106.35,3549.25,3.545,104.38970588235294
0,Female,0,0,0,38,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,0,Mailed check,20.05,678.2,0.6683333333333333,17.847368421052632
0,Male,0,0,0,22,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,1,Electronic check,95.1,2162.6,3.17,98.3
0,Male,0,0,0,45,Yes,No,DSL,Yes,No,No,False,No,No,Month-to-month,1,Bank transfer (automatic),50.9,2298.55,1.6966666666666663,51.07888888888889
1,Female,1,1,0,8,Yes,Yes,Fiber optic,No,No,No,False,No,Yes,Month-to-month,1,Electronic check,84.0,613.4,2.8,76.675
0,Female,0,1,1,15,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,19.8,272.95,0.66,18.196666666666665
1,Male,1,1,0,52,Yes,Yes,Fiber optic,Yes,No,Yes,False,Yes,Yes,Month-to-month,1,Electronic check,104.2,5568.35,3.4733333333333336,107.08365384615384
0,Female,1,1,0,66,No,No phone service,DSL,No,Yes,Yes,False,Yes,No,One year,0,Bank transfer (automatic),45.55,3027.25,1.518333333333333,45.86742424242424
0,Female,1,0,0,66,Yes,Yes,DSL,Yes,Yes,No,True,No,No,One year,1,Credit card (automatic),63.85,4174.35,2.1283333333333334,63.24772727272728
1,Male,1,1,0,32,Yes,No,Fiber optic,No,No,No,False,No,Yes,Month-to-month,1,Credit card (automatic),80.3,2483.05,2.6766666666666667,77.5953125
0,Female,0,0,0,12,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,1,Electronic check,45.05,523.1,1.5016666666666665,43.59166666666667
0,Female,0,1,1,32,Yes,No,DSL,Yes,Yes,Yes,True,No,Yes,Month-to-month,0,Bank transfer (automatic),76.3,2404.15,2.543333333333333,75.1296875
1,Male,0,0,0,1,Yes,No,Fiber optic,No,No,No,False,No,Yes,Month-to-month,0,Electronic check,79.6,79.6,2.6533333333333333,79.6
0,Female,0,1,1,60,Yes,No,DSL,No,Yes,Yes,True,Yes,Yes,Two year,1,Bank transfer (automatic),80.6,4946.7,2.6866666666666665,82.445
1,Male,0,0,0,37,Yes,Yes,Fiber optic,No,No,No,True,Yes,Yes,Month-to-month,0,Bank transfer (automatic),98.8,3475.55,3.293333333333333,93.9337837837838
0,Male,0,0,0,9,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.7,180.7,0.6566666666666666,20.077777777777776
0,Male,0,1,1,67,No,No phone service,DSL,Yes,No,No,False,Yes,Yes,Two year,0,Credit card (automatic),50.9,3281.65,1.6966666666666663,48.97985074626866
0,Male,1,1,0,65,Yes,No,Fiber optic,No,No,No,False,No,No,One year,1,Bank transfer (automatic),70.95,4555.2,2.365,70.08
0,Male,0,0,0,5,Yes,No,Fiber optic,No,Yes,No,False,No,No,Month-to-month,1,Electronic check,74.65,383.65,2.4883333333333337,76.72999999999999
0,Male,0,0,0,16,Yes,Yes,DSL,No,Yes,No,False,No,No,Month-to-month,0,Electronic check,55.3,875.35,1.8433333333333333,54.709375
0,Male,0,0,0,5,Yes,No,DSL,No,Yes,No,False,No,No,Month-to-month,1,Electronic check,51.35,262.3,1.711666666666667,52.46
0,Female,0,0,0,8,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Credit card (automatic),74.6,548.9,2.4866666666666664,68.6125
0,Female,0,0,0,71,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Electronic check,24.55,1719.15,0.8183333333333334,24.213380281690142
0,Male,0,0,0,57,Yes,Yes,Fiber optic,No,No,No,True,Yes,No,Two year,1,Credit card (automatic),90.45,5229.8,3.015,91.75087719298246
1,Female,1,0,0,4,Yes,No,Fiber optic,No,Yes,Yes,False,Yes,Yes,Month-to-month,1,Credit card (automatic),99.8,442.85,3.3266666666666667,110.7125
0,Male,1,1,0,30,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,0,Mailed check,77.9,2351.45,2.5966666666666667,78.38166666666666
1,Male,0,0,0,1,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,Yes,Month-to-month,1,Electronic check,101.45,101.45,3.381666666666667,101.45
1,Female,0,1,1,25,Yes,No,Fiber optic,No,Yes,Yes,False,Yes,No,Month-to-month,1,Bank transfer (automatic),89.15,2257.75,2.9716666666666667,90.31
0,Female,0,0,0,32,Yes,Yes,DSL,No,Yes,No,False,No,No,Month-to-month,1,Electronic check,54.2,1739.6,1.8066666666666669,54.3625
0,Male,0,0,0,10,Yes,No,DSL,No,Yes,No,False,Yes,No,Month-to-month,1,Mailed check,59.65,638.95,1.9883333333333333,63.895
0,Female,0,0,0,12,Yes,Yes,Fiber optic,No,Yes,No,False,No,Yes,Month-to-month,1,Electronic check,89.15,1057.55,2.9716666666666667,88.12916666666666
0,Female,0,0,1,14,Yes,Yes,Fiber optic,Yes,No,No,True,No,No,Month-to-month,1,Mailed check,86.0,1164.05,2.8666666666666667,83.14642857142857
0,Female,0,1,0,19,Yes,No,DSL,No,Yes,No,False,No,Yes,Month-to-month,1,Mailed check,59.8,1130.85,1.9933333333333327,59.51842105263157
0,Male,1,1,0,41,Yes,No,Fiber optic,No,Yes,No,False,Yes,Yes,Month-to-month,1,Electronic check,94.55,3851.45,3.1516666666666664,93.93780487804878
1,Male,1,1,0,69,Yes,Yes,Fiber optic,No,Yes,Yes,True,Yes,Yes,Two year,1,Bank transfer (automatic),108.4,7318.2,3.6133333333333337,106.0608695652174
0,Male,0,0,0,69,Yes,Yes,Fiber optic,No,Yes,No,True,Yes,Yes,One year,1,Bank transfer (automatic),105.2,7386.05,3.506666666666667,107.04420289855072
0,Female,0,0,0,2,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,0,Electronic check,70.35,139.25,2.345,69.625
0,Female,0,1,1,33,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),24.25,838.5,0.8083333333333333,25.40909090909091
0,Male,0,1,1,12,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Mailed check,19.7,258.35,0.6566666666666666,21.52916666666667
1,Male,0,0,1,3,Yes,Yes,Fiber optic,No,No,Yes,False,No,Yes,Month-to-month,0,Electronic check,91.85,257.05,3.0616666666666665,85.68333333333334
1,Male,0,1,1,11,Yes,No,Fiber optic,No,No,No,False,Yes,No,Month-to-month,1,Bank transfer (automatic),79.5,868.5,2.65,78.95454545454545
0,Female,0,1,0,58,Yes,Yes,Fiber optic,No,Yes,Yes,False,No,Yes,One year,1,Electronic check,94.3,5610.15,3.143333333333333,96.72672413793104
0,Female,0,0,0,22,Yes,No,DSL,Yes,No,No,False,No,No,Month-to-month,1,Electronic check,49.8,1049.05,1.66,47.684090909090905
1,Male,0,0,0,62,Yes,Yes,Fiber optic,Yes,Yes,No,True,No,Yes,One year,0,Electronic check,102.0,6529.25,3.4,105.31048387096774
1,Female,0,1,0,7,Yes,No,Fiber optic,No,No,No,False,Yes,No,Month-to-month,1,Electronic check,81.1,576.65,2.703333333333333,82.37857142857142
0,Female,1,1,1,61,Yes,Yes,DSL,No,No,Yes,False,Yes,No,One year,1,Electronic check,65.2,3965.05,2.1733333333333333,65.00081967213114
0,Male,0,0,0,27,Yes,No,DSL,Yes,No,No,True,No,No,Month-to-month,0,Mailed check,53.45,1461.45,1.7816666666666667,54.12777777777778
0,Female,0,0,0,53,Yes,No,Fiber optic,No,Yes,Yes,False,Yes,Yes,One year,1,Mailed check,100.3,5200.8,3.3433333333333333,98.12830188679246
0,Female,0,0,1,19,Yes,Yes,DSL,Yes,Yes,No,True,Yes,No,Month-to-month,1,Mailed check,75.9,1375.6,2.53,72.39999999999999
1,Male,0,1,1,19,Yes,Yes,Fiber optic,No,No,Yes,True,Yes,Yes,Month-to-month,0,Electronic check,103.3,2012.7,3.4433333333333334,105.93157894736842
0,Male,0,1,1,56,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,1,Mailed check,24.45,1431.65,0.815,25.56517857142857
0,Female,1,1,0,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,Yes,Yes,Two year,1,Credit card (automatic),115.75,8443.7,3.858333333333333,117.27361111111112
0,Male,0,1,0,17,Yes,Yes,Fiber optic,No,Yes,No,False,No,No,Month-to-month,1,Bank transfer (automatic),80.5,1336.9,2.683333333333333,78.64117647058823
0,Male,0,1,1,70,Yes,No,Fiber optic,Yes,Yes,Yes,True,Yes,No,Two year,1,Credit card (automatic),101.1,6994.8,3.37,99.92571428571428
0,Male,1,1,0,72,No,No phone service,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,1,Credit card (automatic),64.45,4641.1,2.148333333333333,64.45972222222223
0,Male,0,1,1,69,Yes,No,DSL,Yes,Yes,No,True,Yes,Yes,Two year,0,Bank transfer (automatic),80.65,5542.55,2.688333333333333,80.3268115942029
1,Male,0,1,1,65,Yes,No,DSL,Yes,No,No,True,Yes,Yes,Two year,1,Bank transfer (automatic),74.8,4820.15,2.493333333333333,74.15615384615384
0,Male,1,1,0,43,Yes,Yes,Fiber optic,No,Yes,No,True,Yes,No,Month-to-month,1,Electronic check,94.3,3953.15,3.143333333333333,91.93372093023255
0,Female,0,1,1,41,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.3,772.4,0.6433333333333333,18.839024390243903
0,Male,0,1,0,46,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Electronic check,19.6,851.2,0.6533333333333334,18.50434782608696
1,Male,0,1,1,61,Yes,Yes,Fiber optic,Yes,Yes,No,False,Yes,Yes,One year,1,Electronic check,106.0,6547.7,3.533333333333333,107.33934426229509
0,Male,0,0,0,19,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Mailed check,19.95,373.5,0.6649999999999999,19.657894736842103
0,Female,0,0,0,68,No,No phone service,DSL,Yes,No,Yes,True,No,No,Two year,0,Mailed check,38.9,2719.2,1.2966666666666666,39.98823529411764
0,Female,0,1,1,52,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,No,One year,1,Credit card (automatic),95.7,4976.15,3.19,95.6951923076923
0,Male,0,1,0,24,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,0,Mailed check,20.1,533.9,0.67,22.245833333333334
0,Female,0,0,0,33,Yes,Yes,DSL,Yes,Yes,No,False,No,No,Month-to-month,1,Mailed check,60.9,2033.85,2.03,61.631818181818176
1,Female,1,0,0,3,No,No phone service,DSL,No,No,No,False,No,No,Month-to-month,0,Electronic check,25.3,77.75,0.8433333333333334,25.916666666666668
1,Female,0,1,0,24,Yes,No,Fiber optic,No,Yes,Yes,False,Yes,Yes,Month-to-month,1,Credit card (automatic),99.3,2431.35,3.31,101.30625
0,Female,0,1,1,31,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Mailed check,21.0,697.7,0.7,22.506451612903227
0,Female,1,1,0,67,Yes,Yes,Fiber optic,Yes,No,Yes,False,Yes,Yes,One year,1,Credit card (automatic),107.05,7142.5,3.5683333333333334,106.6044776119403
1,Female,0,0,0,4,Yes,No,DSL,Yes,Yes,No,True,No,No,Month-to-month,1,Mailed check,60.4,272.15,2.013333333333333,68.0375
1,Female,1,0,0,2,No,No phone service,DSL,No,No,No,False,No,No,Month-to-month,0,Electronic check,24.35,41.85,0.8116666666666668,20.925
0,Male,0,0,0,22,Yes,No,Fiber optic,No,Yes,No,False,Yes,Yes,Month-to-month,1,Mailed check,93.2,2157.3,3.106666666666667,98.05909090909093
0,Male,0,1,0,66,Yes,No,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,1,Bank transfer (automatic),85.9,5595.3,2.8633333333333337,84.77727272727273
1,Male,1,0,0,2,Yes,No,DSL,Yes,No,Yes,False,Yes,No,Month-to-month,0,Bank transfer (automatic),66.4,94.55,2.2133333333333334,47.275
1,Male,0,0,0,2,Yes,No,DSL,Yes,No,Yes,False,No,No,Month-to-month,1,Mailed check,55.1,113.35,1.836666666666667,56.675
1,Female,0,0,0,1,Yes,No,Fiber optic,No,No,No,False,Yes,No,Month-to-month,1,Electronic check,80.25,80.25,2.675,80.25
0,Female,0,1,1,71,Yes,No,DSL,Yes,No,Yes,True,Yes,Yes,Two year,1,Credit card (automatic),82.0,5999.85,2.7333333333333334,84.5049295774648
0,Male,0,0,0,20,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Mailed check,19.7,419.4,0.6566666666666666,20.97
0,Female,0,1,1,66,Yes,No,DSL,No,No,No,True,No,No,One year,1,Credit card (automatic),49.4,3251.85,1.6466666666666667,49.27045454545454
1,Female,0,1,1,34,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,No,Month-to-month,0,Electronic check,87.45,2874.15,2.915,84.53382352941176
0,Female,0,1,0,47,Yes,No,DSL,Yes,No,Yes,False,Yes,No,One year,1,Credit card (automatic),66.05,3021.45,2.2016666666666667,64.28617021276595
0,Male,0,0,0,1,Yes,No,DSL,No,No,No,False,No,Yes,Month-to-month,1,Electronic check,55.25,55.25,1.8416666666666663,55.25
1,Female,0,1,1,69,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,Month-to-month,1,Electronic check,103.95,7446.9,3.4650000000000003,107.92608695652171
0,Female,0,0,0,70,Yes,Yes,Fiber optic,No,Yes,Yes,True,No,No,One year,1,Bank transfer (automatic),90.25,6385.95,3.0083333333333333,91.22785714285716
0,Female,0,0,0,17,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,0,Mailed check,20.15,353.65,0.6716666666666666,20.802941176470583
1,Male,0,0,1,1,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,19.25,19.25,0.6416666666666667,19.25
0,Male,0,1,1,46,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,0,Electronic check,24.9,1174.8,0.83,25.539130434782606
0,Male,0,0,1,41,Yes,No,Fiber optic,Yes,Yes,Yes,True,Yes,Yes,Two year,1,Electronic check,111.15,4507.15,3.705,109.93048780487804
1,Female,0,0,0,54,Yes,Yes,Fiber optic,No,No,No,True,Yes,Yes,Month-to-month,1,Electronic check,100.1,5440.9,3.3366666666666664,100.7574074074074
1,Male,0,1,1,1,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,19.9,0.6633333333333333,19.9
0,Male,0,0,0,8,Yes,No,DSL,No,No,No,False,No,Yes,Month-to-month,1,Credit card (automatic),54.75,438.05,1.825,54.75625
1,Female,0,0,0,12,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,1,Electronic check,94.2,1046.1,3.14,87.175
0,Male,0,0,1,33,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,1,Mailed check,20.15,682.15,0.6716666666666666,20.67121212121212
1,Female,0,1,0,21,Yes,Yes,Fiber optic,Yes,No,Yes,False,Yes,Yes,Month-to-month,1,Electronic check,103.9,2254.2,3.4633333333333334,107.34285714285711
1,Female,0,1,1,12,Yes,Yes,Fiber optic,No,Yes,Yes,False,No,No,Month-to-month,1,Electronic check,84.5,916.9,2.816666666666667,76.40833333333333
0,Male,0,0,1,1,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,0,Electronic check,44.0,44.0,1.4666666666666666,44.0
0,Male,0,1,1,25,Yes,No,Fiber optic,No,No,No,True,Yes,No,Month-to-month,0,Electronic check,85.9,2199.05,2.8633333333333337,87.962
0,Male,0,1,1,33,Yes,No,DSL,Yes,No,Yes,False,Yes,Yes,One year,0,Credit card (automatic),74.75,2453.3,2.4916666666666667,74.34242424242424
0,Female,0,0,0,11,Yes,No,DSL,No,No,No,True,Yes,Yes,Month-to-month,0,Mailed check,70.5,829.3,2.35,75.39090909090909
0,Female,0,0,0,47,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Mailed check,20.15,1046.2,0.6716666666666666,22.25957446808511
0,Male,1,0,0,7,No,No phone service,DSL,No,Yes,No,True,No,Yes,Month-to-month,1,Electronic check,44.4,265.8,1.48,37.971428571428575
0,Male,0,0,0,49,No,No phone service,DSL,No,No,Yes,False,No,No,Month-to-month,1,Bank transfer (automatic),30.2,1453.1,1.0066666666666666,29.655102040816324
1,Male,0,1,0,49,Yes,Yes,Fiber optic,No,Yes,No,False,Yes,Yes,Month-to-month,1,Bank transfer (automatic),99.05,4853.75,3.3016666666666667,99.0561224489796
1,Female,0,1,0,55,Yes,Yes,Fiber optic,No,No,Yes,False,No,No,Month-to-month,1,Electronic check,77.75,4458.15,2.591666666666667,81.05727272727272
0,Female,0,1,0,20,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.25,375.25,0.6416666666666667,18.7625
0,Female,1,1,0,28,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,25.7,734.6,0.8566666666666667,26.235714285714288
1,Male,1,0,0,1,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Electronic check,69.75,69.75,2.325,69.75
0,Female,0,1,0,4,Yes,No,DSL,Yes,Yes,No,False,No,No,Month-to-month,0,Mailed check,54.7,235.05,1.8233333333333333,58.7625
0,Female,0,0,0,42,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.75,844.45,0.6916666666666667,20.10595238095238
0,Male,0,0,0,1,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Electronic check,69.9,69.9,2.33,69.9
0,Male,0,0,0,4,Yes,No,DSL,No,No,No,False,Yes,No,Month-to-month,1,Electronic check,56.4,234.85,1.88,58.7125
0,Female,0,0,0,41,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Electronic check,20.45,775.6,0.6816666666666666,18.917073170731708
0,Male,0,0,0,13,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,1,Mailed check,19.95,257.0,0.6649999999999999,19.76923076923077
0,Male,0,1,1,50,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Mailed check,24.95,1261.45,0.8316666666666667,25.229
1,Female,1,0,0,1,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Electronic check,69.85,69.85,2.328333333333333,69.85
1,Male,0,0,0,1,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,0,Electronic check,45.3,45.3,1.51,45.3
0,Female,1,1,1,66,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,One year,1,Electronic check,104.9,6891.45,3.496666666666667,104.41590909090908
0,Male,0,0,1,10,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Credit card (automatic),24.8,223.9,0.8266666666666667,22.39
1,Female,1,1,0,2,Yes,Yes,Fiber optic,No,No,Yes,False,No,No,Month-to-month,0,Electronic check,79.2,172.85,2.64,86.425
0,Male,0,1,1,1,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,0,Mailed check,19.65,19.65,0.6549999999999999,19.65
0,Female,0,0,0,2,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.35,35.1,0.6783333333333333,17.55
1,Female,1,0,0,1,Yes,No,Fiber optic,No,No,Yes,False,No,No,Month-to-month,1,Bank transfer (automatic),75.3,75.3,2.51,75.3
1,Female,1,0,0,16,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,1,Electronic check,96.15,1529.2,3.205,95.575
0,Male,0,1,1,27,Yes,No,Fiber optic,Yes,Yes,No,False,No,No,One year,1,Credit card (automatic),80.65,2209.75,2.688333333333333,81.8425925925926
0,Male,0,0,0,58,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Credit card (automatic),20.3,1131.5,0.6766666666666666,19.50862068965517
1,Male,1,1,0,3,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,1,Electronic check,94.6,279.55,3.1533333333333333,93.18333333333334
0,Female,0,0,0,8,Yes,No,DSL,No,Yes,No,True,Yes,No,Month-to-month,1,Electronic check,65.45,554.45,2.181666666666666,69.30625
0,Male,0,1,0,71,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,One year,1,Bank transfer (automatic),105.7,7472.15,3.523333333333333,105.24154929577465
1,Female,0,1,1,9,Yes,Yes,Fiber optic,No,No,No,False,Yes,No,Month-to-month,1,Bank transfer (automatic),85.35,754.65,2.845,83.85
1,Female,1,1,0,28,Yes,Yes,Fiber optic,No,No,No,True,Yes,Yes,Month-to-month,1,Credit card (automatic),101.3,2812.2,3.3766666666666665,100.43571428571428
1,Female,0,1,0,3,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Credit card (automatic),75.15,216.75,2.5050000000000003,72.25
1,Female,0,0,0,22,Yes,No,Fiber optic,No,Yes,No,False,No,Yes,Month-to-month,1,Mailed check,84.3,1855.65,2.81,84.34772727272728
0,Male,0,0,0,63,Yes,No,Fiber optic,Yes,Yes,Yes,True,Yes,Yes,Two year,0,Credit card (automatic),109.2,7049.75,3.64,111.90079365079364
0,Male,0,0,0,34,Yes,No,DSL,Yes,No,Yes,False,No,No,One year,0,Mailed check,56.95,1889.5,1.8983333333333332,55.5735294117647
0,Male,0,0,0,46,Yes,Yes,Fiber optic,Yes,No,No,False,Yes,No,Month-to-month,1,Credit card (automatic),89.15,4245.55,2.9716666666666667,92.29456521739132
1,Female,0,0,0,15,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.75,297.3,0.6583333333333333,19.82
0,Female,0,1,1,58,Yes,No,Fiber optic,Yes,Yes,No,False,Yes,Yes,One year,0,Credit card (automatic),99.25,5846.65,3.308333333333333,100.80431034482758
0,Male,0,1,1,44,No,No phone service,DSL,Yes,Yes,Yes,True,No,Yes,Two year,1,Credit card (automatic),54.05,2375.2,1.8016666666666663,53.98181818181818
1,Male,0,1,0,1,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,0,Electronic check,70.0,70.0,2.333333333333333,70.0
1,Male,0,0,0,22,Yes,Yes,Fiber optic,Yes,No,No,False,Yes,Yes,Month-to-month,1,Electronic check,100.75,2095.0,3.3583333333333334,95.22727272727272
1,Female,0,1,0,20,No,No phone service,DSL,No,No,No,False,No,No,Month-to-month,1,Electronic check,24.45,482.8,0.815,24.14
0,Female,0,1,1,8,Yes,No,DSL,Yes,Yes,No,False,No,No,Month-to-month,0,Mailed check,54.65,482.25,1.8216666666666663,60.28125
0,Female,0,1,1,24,Yes,Yes,Fiber optic,No,Yes,Yes,False,No,No,One year,0,Bank transfer (automatic),83.15,2033.05,2.771666666666667,84.71041666666666
1,Female,0,0,0,1,Yes,No,Fiber optic,No,No,Yes,False,Yes,No,Month-to-month,1,Electronic check,85.45,85.45,2.8483333333333336,85.45
0,Female,0,0,0,72,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Credit card (automatic),25.45,1866.45,0.8483333333333333,25.922916666666666
0,Female,1,0,0,14,Yes,Yes,Fiber optic,No,No,Yes,False,No,No,Month-to-month,1,Bank transfer (automatic),80.35,1058.1,2.678333333333333,75.57857142857142
