cliente.id,cliente.abandono,cliente.genero,cliente.adulto_mayor,cliente.tiene_pareja,cliente.dependientes,cliente.antiguedad_meses,telefono.servicio,telefono.lineas_multiples,internet.tipo_servicio,internet.seguridad_en_linea,internet.respaldo_en_linea,internet.proteccion_dispositivo,internet.soporte_tecnico,internet.tv_streaming,internet.peliculas_streaming,cuenta.tipo_contrato,cuenta.facturacion_sin_papel,cuenta.metodo_pago,cuenta.cargo_mensual,cuenta.cargo_total,Cuentas.diarias,Cuentas.Prom.Periodo
5793-YOLJN,False,Female,0,True,True,55,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Mailed check,21.0,1210.3,0.7,22.005454545454544
5795-BKOYE,False,Female,0,True,True,69,Yes,No,DSL,No,Yes,Yes,True,No,No,One year,False,Bank transfer (automatic),59.1,4134.7,1.97,59.9231884057971
5795-KTGUD,False,Female,0,True,False,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,False,Yes,Yes,Two year,True,Bank transfer (automatic),110.8,7553.6,3.6933333333333334,111.08235294117648
5797-APWZC,True,Female,0,False,False,1,Yes,No,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,False,Electronic check,90.6,90.6,3.02,90.6
5799-JRCZO,False,Female,0,False,True,63,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Credit card (automatic),19.5,1215.1,0.65,19.287301587301585
5802-ADBRC,False,Female,0,True,False,50,Yes,Yes,Fiber optic,Yes,No,Yes,False,Yes,Yes,One year,True,Mailed check,104.4,5232.9,3.48,104.65799999999999
5803-NQJZO,False,Male,0,True,False,72,Yes,Yes,DSL,Yes,Yes,Yes,True,No,No,Two year,True,Bank transfer (automatic),67.8,4804.65,2.26,66.73124999999999
5804-HYIEZ,False,Male,0,True,True,70,Yes,Yes,Fiber optic,Yes,Yes,No,False,Yes,Yes,Month-to-month,True,Electronic check,106.05,7554.05,3.5349999999999997,107.915
5804-JMYIO,False,Female,0,True,True,39,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Mailed check,19.75,757.95,0.6583333333333333,19.434615384615388
5804-LEPIM,True,Female,1,False,False,2,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Electronic check,70.35,139.05,2.3449999999999998,69.525
5808-TOTXO,False,Female,0,False,True,3,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,True,Credit card (automatic),20.55,57.4,0.685,19.133333333333333
5811-IWXYM,False,Female,0,True,True,52,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,Yes,One year,False,Bank transfer (automatic),101.25,5301.1,3.375,101.94423076923077
5813-UECBU,True,Male,1,False,False,33,Yes,Yes,Fiber optic,No,Yes,Yes,False,No,No,Month-to-month,True,Credit card (automatic),83.85,2716.3,2.795,82.31212121212121
5815-HGGHV,False,Male,0,True,False,20,Yes,No,DSL,Yes,No,No,True,No,Yes,One year,True,Mailed check,64.15,1274.45,2.1383333333333336,63.722500000000004
5816-JMLGY,False,Female,0,True,True,70,Yes,No,DSL,No,Yes,Yes,True,Yes,Yes,Two year,True,Bank transfer (automatic),80.4,5717.85,2.68,81.68357142857144
5816-QVHRX,False,Female,0,False,False,37,Yes,Yes,Fiber optic,No,No,No,True,Yes,Yes,Month-to-month,False,Credit card (automatic),100.3,3541.4,3.3433333333333333,95.71351351351352
5816-SCGFC,False,Female,1,False,False,7,Yes,No,DSL,No,Yes,No,False,No,No,Month-to-month,True,Mailed check,51.3,419.35,1.71,59.90714285714286
5820-PTRYM,False,Female,1,True,False,56,Yes,Yes,DSL,Yes,Yes,Yes,True,No,No,One year,True,Credit card (automatic),68.45,4014.0,2.2816666666666667,71.67857142857143
5821-MMEIL,False,Female,0,True,False,57,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.9,1115.6,0.6633333333333333,19.5719298245614
5825-XJOCM,False,Male,0,False,True,48,Yes,Yes,DSL,Yes,Yes,Yes,False,No,No,One year,True,Bank transfer (automatic),64.4,3035.35,2.146666666666667,63.23645833333333
5827-MWCZK,False,Male,0,True,True,56,Yes,Yes,Fiber optic,No,Yes,No,True,Yes,No,Month-to-month,True,Credit card (automatic),96.95,5432.2,3.231666666666667,97.00357142857142
5828-AVIPD,True,Male,0,True,True,19,Yes,Yes,Fiber optic,No,No,No,True,Yes,Yes,One year,True,Electronic check,100.95,1875.55,3.365,98.71315789473684
5828-DWPIL,False,Male,1,True,False,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,False,No,No,Month-to-month,True,Electronic check,89.1,5618.3,2.9699999999999998,90.61774193548388
5829-NVSQN,False,Female,0,True,False,23,Yes,No,DSL,Yes,No,Yes,True,No,Yes,One year,True,Bank transfer (automatic),68.75,1689.45,2.2916666666666665,73.45434782608696
5832-EXGTT,False,Male,0,True,True,29,Yes,No,DSL,Yes,No,No,False,No,Yes,Month-to-month,True,Mailed check,60.2,1834.15,2.006666666666667,63.24655172413794
5832-TRLPB,False,Male,0,False,False,29,Yes,No,DSL,No,No,Yes,True,Yes,Yes,One year,True,Bank transfer (automatic),75.35,2243.9,2.5116666666666663,77.37586206896552
5832-XKAES,True,Male,0,False,False,2,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Credit card (automatic),69.8,134.7,2.3266666666666667,67.35
5834-ASPWA,True,Male,0,False,False,1,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Electronic check,75.45,75.45,2.515,75.45
5835-BEQEU,True,Male,0,False,False,3,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Electronic check,76.95,228.4,2.565,76.13333333333334
5837-LXSDN,False,Female,0,True,True,21,Yes,No,DSL,No,Yes,No,False,Yes,No,One year,True,Credit card (automatic),58.85,1215.45,1.9616666666666667,57.87857142857143
5839-SUYVZ,False,Male,0,False,False,16,Yes,No,Fiber optic,No,No,No,True,No,No,Month-to-month,True,Credit card (automatic),74.55,1170.5,2.485,73.15625
5840-NVDCG,False,Female,0,True,True,16,Yes,No,DSL,Yes,Yes,No,True,No,Yes,Two year,False,Bank transfer (automatic),68.25,1114.85,2.275,69.678125
5842-POCOP,True,Female,0,True,False,5,Yes,No,Fiber optic,Yes,No,Yes,False,No,Yes,Month-to-month,True,Mailed check,88.9,454.15,2.9633333333333334,90.83
5843-TTHGI,False,Female,0,False,False,18,Yes,No,DSL,No,No,Yes,False,No,No,Month-to-month,True,Mailed check,50.0,892.7,1.6666666666666667,49.59444444444445
5844-QVTAT,False,Female,0,True,True,33,Yes,No,DSL,Yes,Yes,Yes,False,No,No,One year,True,Mailed check,58.45,1955.4,1.9483333333333335,59.25454545454546
5845-BZZIB,False,Male,0,True,True,35,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Mailed check,20.1,655.3,0.67,18.72285714285714
5846-ABOBJ,False,Male,0,True,False,71,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Bank transfer (automatic),24.45,1730.65,0.815,24.375352112676058
5846-NEQVZ,False,Male,0,True,True,71,Yes,No,DSL,Yes,No,Yes,True,No,Yes,Two year,True,Credit card (automatic),70.85,4973.4,2.3616666666666664,70.04788732394366
5846-QFDFI,False,Female,0,True,True,33,Yes,Yes,Fiber optic,No,Yes,Yes,True,No,No,Month-to-month,False,Credit card (automatic),88.6,2888.7,2.953333333333333,87.53636363636363
5847-MXBEO,False,Male,0,False,False,22,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Mailed check,20.3,475.1,0.6766666666666666,21.595454545454547
5848-FHRFC,False,Female,0,False,False,68,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.05,1386.9,0.6683333333333333,20.39558823529412
5849-ASHZJ,False,Male,0,False,True,27,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Credit card (automatic),20.05,552.9,0.6683333333333333,20.477777777777778
5850-BDWCY,False,Female,0,False,False,6,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,20.2,123.65,0.6733333333333333,20.608333333333334
5854-KSRBJ,False,Male,0,True,True,70,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Mailed check,25.4,1782.05,0.8466666666666666,25.457857142857144
5855-EIBDE,False,Female,0,True,False,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,No,Yes,Two year,False,Credit card (automatic),106.65,5174.35,3.555,105.59897959183674
5857-TYBCJ,False,Male,1,True,False,44,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,No,Month-to-month,True,Electronic check,89.2,4040.2,2.9733333333333336,91.82272727272726
5857-XRECV,False,Female,0,False,True,2,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Bank transfer (automatic),20.5,38.25,0.6833333333333333,19.125
5858-EAFCZ,False,Male,0,False,False,1,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,False,Mailed check,44.45,44.45,1.4816666666666667,44.45
5859-HZYLF,False,Male,0,True,True,26,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,True,Credit card (automatic),19.15,515.75,0.6383333333333333,19.83653846153846
5862-BRIXZ,False,Male,0,False,False,46,No,No phone service,DSL,Yes,No,Yes,True,Yes,Yes,Two year,True,Bank transfer (automatic),60.75,2893.4,2.025,62.9
5863-OOKCL,False,Female,0,False,False,10,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,18.85,163.2,0.6283333333333334,16.32
5868-CZJDR,True,Male,0,False,True,1,No,No phone service,DSL,No,Yes,No,False,No,No,Month-to-month,True,Mailed check,31.35,31.35,1.0450000000000002,31.35
5868-YTYKS,False,Male,0,False,True,1,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,True,Mailed check,20.25,20.25,0.675,20.25
5868-YWPDW,True,Male,1,True,False,6,Yes,No,Fiber optic,No,Yes,No,False,No,Yes,Month-to-month,True,Electronic check,84.2,519.15,2.8066666666666666,86.52499999999999
5871-DGTXZ,False,Male,0,False,False,32,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Mailed check,19.8,607.7,0.66,18.990625
5872-OEQNH,False,Female,0,False,False,60,No,No phone service,DSL,Yes,No,Yes,False,No,Yes,One year,True,Electronic check,44.45,2773.9,1.4816666666666667,46.23166666666667
5875-YPQFJ,True,Male,0,False,False,1,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Electronic check,69.9,69.9,2.33,69.9
5876-HZVZM,True,Female,0,True,True,6,Yes,No,DSL,Yes,Yes,No,False,No,No,Month-to-month,False,Credit card (automatic),55.9,365.35,1.8633333333333333,60.89166666666667
5876-QMYLD,False,Female,0,True,True,23,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Mailed check,20.05,415.1,0.6683333333333333,18.047826086956523
5879-HMFFH,False,Female,0,True,False,72,Yes,Yes,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,False,Bank transfer (automatic),88.05,6520.8,2.935,90.56666666666666
5879-SESNB,False,Female,0,False,False,11,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,False,Electronic check,75.25,888.65,2.5083333333333333,80.78636363636363
5882-CMAZQ,False,Female,0,True,True,5,No,No phone service,DSL,No,Yes,No,True,No,No,Month-to-month,False,Electronic check,34.25,163.55,1.1416666666666666,32.71
5883-GTGVD,True,Male,0,False,False,19,Yes,Yes,Fiber optic,No,Yes,No,False,Yes,Yes,Month-to-month,True,Electronic check,99.95,1931.75,3.3316666666666666,101.67105263157895
5884-FBCTL,False,Female,0,True,True,72,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Bank transfer (automatic),25.1,1857.85,0.8366666666666667,25.803472222222222
5884-GCYMI,True,Male,0,False,False,1,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,False,Mailed check,69.4,69.4,2.3133333333333335,69.4
5886-VLQVU,False,Male,0,True,False,35,Yes,Yes,Fiber optic,No,No,No,True,No,Yes,Month-to-month,True,Bank transfer (automatic),89.85,3161.2,2.9949999999999997,90.32
5887-IKKYO,False,Male,0,True,True,58,Yes,Yes,Fiber optic,No,No,Yes,True,No,Yes,Two year,False,Bank transfer (automatic),94.35,5563.65,3.145,95.925
5889-JTMUL,True,Female,1,True,False,50,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,No,Month-to-month,True,Electronic check,95.05,4888.7,3.1683333333333334,97.774
5889-LFOLL,True,Female,0,False,False,13,Yes,Yes,Fiber optic,No,No,No,False,No,Yes,Month-to-month,True,Electronic check,84.6,1115.2,2.82,85.78461538461539
5893-KCLGT,False,Female,0,False,True,72,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,True,Mailed check,19.75,1567.0,0.6583333333333333,21.76388888888889
5893-PYOLZ,False,Male,0,False,False,56,Yes,No,DSL,No,Yes,Yes,True,Yes,Yes,Two year,True,Credit card (automatic),81.8,4534.45,2.7266666666666666,80.97232142857142
5895-QSXOD,False,Male,0,False,False,9,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,False,Mailed check,70.05,657.5,2.335,73.05555555555556
5896-NPFWW,True,Male,0,True,True,3,Yes,No,DSL,No,No,Yes,False,No,No,Month-to-month,True,Electronic check,50.15,168.15,1.6716666666666666,56.050000000000004
5897-ZYEKH,False,Female,1,True,False,67,Yes,Yes,Fiber optic,Yes,Yes,No,False,Yes,Yes,One year,True,Electronic check,105.6,7112.15,3.52,106.15149253731343
5898-IGSLP,False,Male,0,True,True,31,Yes,Yes,Fiber optic,Yes,No,Yes,True,No,No,Month-to-month,False,Electronic check,89.3,2823.0,2.9766666666666666,91.06451612903226
5899-MQZZL,True,Female,0,False,False,13,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Mailed check,75.0,999.45,2.5,76.88076923076923
5899-OUVKV,False,Male,0,False,False,31,Yes,No,Fiber optic,No,Yes,No,False,Yes,Yes,Month-to-month,True,Electronic check,94.5,2979.2,3.15,96.1032258064516
5902-WBLSE,False,Female,0,True,True,70,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,True,Credit card (automatic),20.15,1411.2,0.6716666666666666,20.16
5906-BFOZT,False,Male,0,False,False,1,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,True,Mailed check,19.5,19.5,0.65,19.5
5906-CVLHP,True,Female,0,True,True,45,Yes,No,DSL,No,Yes,No,True,No,No,One year,True,Credit card (automatic),54.15,2319.8,1.805,51.55111111111111
5906-DVAPM,False,Female,0,True,True,55,Yes,Yes,DSL,Yes,Yes,No,True,Yes,No,One year,True,Credit card (automatic),75.0,4213.9,2.5,76.61636363636363
5908-QMGOE,True,Male,1,False,False,15,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Credit card (automatic),74.2,1133.9,2.4733333333333336,75.59333333333333
5909-ECHUI,True,Female,0,False,False,1,Yes,No,DSL,No,No,No,False,No,Yes,Month-to-month,True,Electronic check,56.25,56.25,1.875,56.25
5913-INRQV,False,Male,1,True,False,34,Yes,No,Fiber optic,Yes,No,No,True,Yes,No,One year,False,Mailed check,90.15,3128.8,3.0050000000000003,92.02352941176471
5914-DVBWJ,True,Female,1,False,False,18,Yes,Yes,Fiber optic,No,Yes,No,True,No,No,Month-to-month,True,Electronic check,85.45,1505.85,2.8483333333333336,83.65833333333333
5914-GXMDA,False,Female,0,True,False,32,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Mailed check,19.3,593.2,0.6433333333333333,18.5375
5914-XRFQB,False,Male,0,True,False,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,Yes,Yes,Two year,True,Bank transfer (automatic),115.8,8424.9,3.86,117.01249999999999
5915-ANOEI,False,Male,0,True,False,70,Yes,Yes,DSL,Yes,Yes,Yes,True,Yes,No,Two year,False,Mailed check,79.15,5536.5,2.6383333333333336,79.09285714285714
5915-DGNVC,False,Female,0,True,False,49,Yes,Yes,DSL,Yes,Yes,Yes,False,No,Yes,One year,False,Electronic check,71.8,3472.05,2.393333333333333,70.85816326530613
5916-QEWPT,False,Female,0,True,False,2,Yes,No,DSL,No,No,Yes,False,Yes,Yes,Month-to-month,False,Credit card (automatic),69.0,147.8,2.3,73.9
5917-HBSDW,False,Female,0,True,True,37,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Electronic check,19.35,683.75,0.645,18.47972972972973
5917-RYRMG,False,Male,1,False,False,32,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Credit card (automatic),19.8,587.7,0.66,18.365625
5918-VUKWP,False,Female,0,False,False,32,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Bank transfer (automatic),20.55,654.55,0.685,20.4546875
5919-TMRGD,True,Female,0,False,True,1,Yes,No,Fiber optic,No,No,No,False,Yes,No,Month-to-month,True,Electronic check,79.35,79.35,2.645,79.35
5919-VCZYM,False,Male,0,False,False,2,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,20.05,42.7,0.6683333333333333,21.35
5921-NGYRH,False,Male,0,True,False,64,Yes,No,Fiber optic,Yes,No,No,False,No,No,Month-to-month,True,Mailed check,73.55,4764.0,2.4516666666666667,74.4375
5922-ABDVO,True,Female,0,True,False,19,Yes,Yes,Fiber optic,No,No,Yes,False,No,Yes,Month-to-month,False,Mailed check,89.65,1761.05,2.9883333333333337,92.68684210526315
5923-GXUOC,True,Male,0,False,False,10,Yes,No,Fiber optic,Yes,Yes,Yes,False,Yes,Yes,Month-to-month,True,Electronic check,104.4,1081.45,3.48,108.14500000000001
5924-IFQTT,False,Male,0,True,True,13,Yes,Yes,DSL,No,Yes,Yes,True,Yes,No,Month-to-month,True,Electronic check,72.8,930.05,2.4266666666666667,71.54230769230769
5924-SNGKP,False,Female,0,False,True,41,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,True,Credit card (automatic),20.25,865.0,0.675,21.097560975609756
5928-QLDHB,False,Male,0,False,False,9,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Electronic check,76.25,684.85,2.5416666666666665,76.09444444444445
5930-GBIWP,False,Male,0,False,False,69,Yes,Yes,DSL,Yes,Yes,Yes,True,No,Yes,Two year,True,Credit card (automatic),81.5,5553.25,2.716666666666667,80.48188405797102
5931-FLJJF,True,Male,1,True,False,7,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Mailed check,70.1,467.55,2.3366666666666664,66.79285714285714
5934-RMPOV,False,Female,0,False,True,22,Yes,Yes,Fiber optic,No,No,No,False,No,Yes,Month-to-month,True,Electronic check,84.75,1816.75,2.825,82.57954545454545
5934-TSSAU,False,Female,0,True,True,23,Yes,No,Fiber optic,No,No,Yes,False,No,No,Month-to-month,True,Credit card (automatic),75.3,1702.9,2.51,74.0391304347826
5935-FCCNB,False,Female,1,False,False,17,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,True,Electronic check,94.2,1608.15,3.14,94.59705882352942
5937-EORGB,False,Male,1,True,False,15,Yes,Yes,Fiber optic,Yes,No,Yes,False,Yes,No,Month-to-month,True,Electronic check,96.5,1392.25,3.216666666666667,92.81666666666666
5939-SXWHM,False,Male,0,True,True,48,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Bank transfer (automatic),26.3,1245.05,0.8766666666666667,25.938541666666666
5939-XAIXZ,False,Female,0,False,False,19,Yes,Yes,DSL,No,No,Yes,False,No,No,Month-to-month,True,Mailed check,56.1,1033.9,1.87,54.415789473684214
5940-AHUHD,True,Male,0,False,False,1,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,False,Mailed check,70.6,70.6,2.353333333333333,70.6
5940-NFXKV,True,Male,0,True,True,19,Yes,Yes,Fiber optic,No,No,No,False,No,Yes,Month-to-month,True,Electronic check,83.65,1465.75,2.7883333333333336,77.14473684210526
5944-UGLLK,False,Male,0,False,False,53,No,No phone service,DSL,No,No,Yes,True,Yes,Yes,One year,False,Credit card (automatic),54.9,3045.75,1.8299999999999998,57.466981132075475
5945-AZYHT,False,Male,0,True,False,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,False,Yes,Yes,One year,True,Electronic check,109.6,7854.15,3.6533333333333333,110.6218309859155
5947-SGKCL,False,Female,0,True,True,15,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,Month-to-month,True,Bank transfer (automatic),105.35,1559.25,3.5116666666666663,103.95
5948-UJZLF,False,Male,0,False,False,2,Yes,No,DSL,No,Yes,No,False,No,No,Month-to-month,False,Mailed check,49.25,97.0,1.6416666666666666,48.5
5949-EBSQK,True,Male,0,True,True,4,Yes,No,DSL,No,No,No,True,No,Yes,Month-to-month,False,Credit card (automatic),61.45,229.55,2.0483333333333333,57.3875
5949-HGVJL,False,Female,0,True,False,26,Yes,No,DSL,No,Yes,No,True,Yes,Yes,Month-to-month,True,Electronic check,73.05,1959.5,2.435,75.36538461538461
5949-XIKAE,True,Female,0,True,True,8,Yes,No,Fiber optic,No,Yes,No,False,Yes,No,Month-to-month,True,Electronic check,83.55,680.05,2.7849999999999997,85.00625
5950-AAAGJ,False,Male,0,False,False,18,Yes,Yes,Fiber optic,No,No,No,False,Yes,No,Month-to-month,False,Bank transfer (automatic),84.3,1537.9,2.81,85.4388888888889
5951-AOFIH,False,Male,0,False,False,33,Yes,No,DSL,No,Yes,Yes,False,Yes,No,Month-to-month,True,Credit card (automatic),66.4,2245.4,2.2133333333333334,68.04242424242425
5954-BDFSG,False,Female,0,False,False,72,Yes,Yes,Fiber optic,No,No,Yes,True,Yes,Yes,Two year,True,Credit card (automatic),107.5,7853.7,3.5833333333333335,109.07916666666667
5955-EPOAZ,False,Female,0,False,False,6,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,True,Mailed check,20.95,109.5,0.6983333333333334,18.25
5955-ERIHD,True,Male,0,True,False,18,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,True,Electronic check,94.7,1687.95,3.1566666666666667,93.775
5956-VKDTT,True,Female,1,True,False,5,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Electronic check,74.35,334.8,2.478333333333333,66.96000000000001
5956-YHHRX,False,Male,1,False,False,21,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,Month-to-month,True,Electronic check,104.35,2271.85,3.478333333333333,108.18333333333332
5959-BELXA,True,Male,1,False,False,32,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,True,Credit card (automatic),96.15,3019.25,3.205,94.3515625
5960-MVTUK,False,Male,0,False,False,3,No,No phone service,DSL,No,No,No,True,No,No,Month-to-month,True,Electronic check,29.75,96.85,0.9916666666666667,32.28333333333333
5960-WPXQM,True,Male,0,False,False,1,Yes,No,Fiber optic,No,No,No,False,Yes,No,Month-to-month,True,Electronic check,79.05,79.05,2.635,79.05
5961-VUSRV,False,Female,0,False,False,12,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,True,Bank transfer (automatic),19.35,219.35,0.645,18.279166666666665
5965-GGPRW,False,Male,0,True,True,72,Yes,Yes,Fiber optic,Yes,No,Yes,False,Yes,Yes,Two year,False,Bank transfer (automatic),105.25,7609.75,3.5083333333333333,105.69097222222223
5966-EMAZU,False,Male,0,True,False,64,Yes,Yes,Fiber optic,Yes,No,Yes,True,Yes,Yes,One year,True,Mailed check,108.5,6880.85,3.6166666666666667,107.51328125
5968-HYJRZ,False,Male,0,True,True,47,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Mailed check,24.55,1160.45,0.8183333333333334,24.690425531914894
5968-VXZLG,False,Male,0,False,False,2,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,True,Bank transfer (automatic),46.6,87.9,1.5533333333333335,43.95
5968-XQIVE,False,Male,0,True,True,72,Yes,Yes,Fiber optic,No,Yes,No,False,Yes,No,One year,True,Electronic check,89.7,6588.95,2.99,91.51319444444444
5970-GHJAW,False,Male,0,True,True,46,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Credit card (automatic),19.95,862.4,0.6649999999999999,18.747826086956522
5973-EJGDP,False,Male,0,False,False,51,Yes,Yes,Fiber optic,No,Yes,Yes,True,No,No,Month-to-month,True,Electronic check,87.35,4473.0,2.9116666666666666,87.70588235294117
5975-BAICR,False,Male,0,True,True,36,Yes,No,DSL,Yes,No,Yes,False,No,Yes,One year,True,Credit card (automatic),63.7,2188.5,2.1233333333333335,60.791666666666664
5976-JCJRH,True,Male,0,True,False,10,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Electronic check,70.3,738.2,2.3433333333333333,73.82000000000001
5977-CKHON,False,Female,0,True,True,43,Yes,Yes,Fiber optic,No,No,Yes,False,No,Yes,Month-to-month,True,Bank transfer (automatic),92.55,4039.0,3.085,93.93023255813954
5980-BDHPY,False,Male,0,True,False,72,Yes,Yes,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,True,Bank transfer (automatic),87.1,6230.1,2.9033333333333333,86.52916666666667
5980-NOPLP,True,Female,0,True,False,44,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,True,Electronic check,96.1,4364.1,3.203333333333333,99.18409090909091
5981-ITEMU,True,Male,0,True,False,40,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,True,Bank transfer (automatic),97.1,3706.95,3.2366666666666664,92.67375
5981-ZVXOT,False,Female,1,False,False,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,False,Yes,Yes,One year,True,Electronic check,108.35,3726.15,3.6116666666666664,106.46142857142857
5982-FPVQN,False,Female,0,True,True,37,Yes,Yes,Fiber optic,No,Yes,Yes,False,No,Yes,Month-to-month,True,Electronic check,95.15,3532.85,3.171666666666667,95.48243243243243
5982-PSMKW,False,Female,0,True,True,23,Yes,Yes,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,True,Credit card (automatic),91.1,2198.3,3.0366666666666666,95.57826086956523
5982-XMDEX,False,Female,0,False,False,65,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Bank transfer (automatic),26.5,1698.55,0.8833333333333333,26.13153846153846
5985-BEHZK,False,Female,1,True,False,72,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,One year,False,Credit card (automatic),105.0,7578.05,3.5,105.25069444444445
5985-TBABQ,False,Female,0,False,False,32,Yes,Yes,DSL,Yes,No,No,False,Yes,Yes,One year,False,Mailed check,74.75,2282.95,2.4916666666666667,71.3421875
5986-WWXDV,False,Male,0,False,True,39,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Bank transfer (automatic),19.35,779.2,0.645,19.97948717948718
5989-AXPUC,False,Female,0,True,False,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,Yes,Yes,Two year,False,Mailed check,118.6,7990.05,3.953333333333333,117.50073529411765
5989-OMNJE,False,Female,0,True,True,24,No,No phone service,DSL,Yes,Yes,Yes,False,Yes,Yes,One year,False,Electronic check,57.6,1367.75,1.9200000000000002,56.989583333333336
5989-PGKJB,False,Female,0,False,False,16,Yes,No,Fiber optic,No,Yes,No,False,No,Yes,Month-to-month,True,Electronic check,86.25,1340.1,2.875,83.75625
